drug,event,is_anomaly,anomaly_score,count,prr,death_rate
Ibrutinib,Seborrhoeic keratosis,No,0.3895,1,8.320,0.0%
Ibrutinib,Nail discolouration,No,0.3756,1,4.754,0.0%
Ibrutinib,Constipation,Yes,0.5046,11,0.883,9.1%
Ibrutinib,Dyspepsia,No,0.3911,2,0.621,0.0%
Ibrutinib,Neuropathy peripheral,No,0.3991,2,0.293,0.0%
Ibrutinib,Stomatitis,No,0.4730,8,1.481,0.0%
Ibrutinib,Renal haemorrhage,Yes,0.6193,2,66.601,0.0%
Ibrutinib,Tongue ulceration,Yes,0.5279,2,33.300,0.0%
Ibrutinib,Epistaxis,Yes,0.5329,12,3.716,8.3%
Ibrutinib,Blood albumin decreased,No,0.3737,1,5.546,0.0%
Ibrutinib,Intraventricular haemorrhage,No,0.4641,1,11.093,100.0%
Ibrutinib,Platelet count decreased,Yes,0.6382,27,2.260,29.6%
Ibrutinib,Pleural infection,No,0.3888,1,8.320,0.0%
Ibrutinib,Rash,Yes,0.5237,13,0.631,23.1%
Ibrutinib,Skin disorder,No,0.4142,2,1.232,50.0%
Ibrutinib,Squamous cell carcinoma,No,0.3871,2,2.466,0.0%
Ibrutinib,Post procedural haemorrhage,Yes,0.6009,4,33.340,25.0%
Ibrutinib,Rash maculo-papular,No,0.4439,4,2.258,0.0%
Ibrutinib,Bladder transitional cell carcinoma,No,0.4268,1,16.640,0.0%
Ibrutinib,Pneumonia,Yes,0.6325,26,1.690,46.2%
Ibrutinib,VIIth nerve paralysis,No,0.4305,3,4.542,33.3%
Ibrutinib,Hemiparesis,No,0.4696,3,5.878,66.7%
Ibrutinib,Dysarthria,No,0.4647,2,4.439,100.0%
Ibrutinib,Atrial fibrillation,Yes,0.6906,29,6.755,20.7%
Ibrutinib,Cardiac failure congestive,No,0.4431,5,2.192,20.0%
Ibrutinib,Acute myeloid leukaemia,No,0.3744,1,0.811,0.0%
Ibrutinib,Metabolic encephalopathy,Yes,0.6287,2,66.601,50.0%
Ibrutinib,Conjunctival haemorrhage,Yes,0.5270,1,16.640,0.0%
Ibrutinib,Multiple organ dysfunction syndrome,No,0.4157,1,1.957,100.0%
Ibrutinib,Septic shock,No,0.4824,3,1.039,100.0%
Ibrutinib,Diarrhoea,Yes,0.6621,35,0.886,22.9%
Ibrutinib,Renal impairment,No,0.4465,3,0.867,66.7%
Ibrutinib,Orthostatic hypotension,No,0.3682,1,2.218,0.0%
Ibrutinib,Lung infiltration,Yes,0.6107,7,15.584,71.4%
Ibrutinib,White blood cell count increased,Yes,0.7306,26,25.832,23.1%
Ibrutinib,Lactic acidosis,No,0.4402,1,4.754,100.0%
Ibrutinib,Hypotension,No,0.4882,8,1.293,25.0%
Ibrutinib,Lymphocyte count increased,Yes,0.7592,13,108.960,23.1%
Ibrutinib,Abdominal pain,No,0.4597,7,0.687,42.9%
Ibrutinib,Blood urine present,No,0.4755,3,8.329,0.0%
Ibrutinib,Gingival bleeding,Yes,0.5179,5,10.423,40.0%
Ibrutinib,Non-Hodgkin^s lymphoma,No,0.3686,1,4.159,0.0%
Ibrutinib,Blood disorder,No,0.3807,1,6.655,0.0%
Ibrutinib,Urticaria,No,0.4760,3,1.387,0.0%
Ibrutinib,Papule,No,0.3744,1,6.655,0.0%
Ibrutinib,Drug eruption,No,0.3744,1,6.655,0.0%
Ibrutinib,Drug dose omission,No,0.4745,7,1.767,0.0%
Ibrutinib,Stent placement,No,0.3686,1,4.159,0.0%
Ibrutinib,Pain in extremity,No,0.4546,4,0.645,25.0%
Ibrutinib,Haemorrhage intracranial,Yes,0.5371,5,6.669,80.0%
Ibrutinib,Dizziness,Yes,0.5533,15,1.476,33.3%
Ibrutinib,Vomiting,Yes,0.5412,15,0.586,20.0%
Ibrutinib,Haematuria,No,0.4650,6,3.227,16.7%
Ibrutinib,Haemothorax,Yes,0.5266,3,0.000,0.0%
Ibrutinib,Cerebrovascular accident,No,0.4304,3,1.029,33.3%
Ibrutinib,Drug ineffective,No,0.3902,2,0.247,0.0%
Ibrutinib,Investigation,Yes,0.6267,9,20.062,0.0%
Ibrutinib,Rib fracture,No,0.3639,1,3.697,0.0%
Ibrutinib,Haemorrhage,No,0.4830,7,3.767,14.3%
Ibrutinib,Haematochezia,No,0.4315,5,4.631,0.0%
Ibrutinib,Melaena,No,0.4782,5,7.250,0.0%
Ibrutinib,Pyoderma gangrenosum,No,0.3888,1,8.320,0.0%
Ibrutinib,Arthropod bite,No,0.4268,1,16.640,0.0%
Ibrutinib,Vascular injury,No,0.3969,1,0.000,0.0%
Ibrutinib,Gastrointestinal haemorrhage,Yes,0.5241,9,5.569,11.1%
Ibrutinib,Haemolytic anaemia,No,0.4319,4,4.937,0.0%
Ibrutinib,Nausea,Yes,0.5671,17,0.402,23.5%
Ibrutinib,Dyspnoea exertional,No,0.4291,3,2.561,33.3%
Ibrutinib,Epigastric discomfort,No,0.4742,2,22.199,0.0%
Ibrutinib,Weight decreased,No,0.4589,7,0.862,42.9%
Ibrutinib,Oesophagitis,No,0.3826,2,3.329,0.0%
Ibrutinib,Intestinal perforation,No,0.4562,2,1.358,100.0%
Ibrutinib,Encephalopathy,No,0.4587,2,2.663,100.0%
Ibrutinib,Urosepsis,No,0.4661,2,4.439,100.0%
Ibrutinib,Bronchopulmonary aspergillosis,Yes,0.5215,3,9.086,100.0%
Ibrutinib,Hypoxia,No,0.4503,4,1.496,50.0%
Ibrutinib,General physical health deterioration,No,0.4949,5,1.139,80.0%
Ibrutinib,Immunodeficiency,No,0.4327,1,5.546,100.0%
Ibrutinib,Productive cough,No,0.4554,2,1.958,100.0%
Ibrutinib,Asthenia,Yes,0.6088,22,1.455,31.8%
Ibrutinib,Chromaturia,No,0.4157,1,1.957,100.0%
Ibrutinib,Interstitial lung disease,No,0.4288,2,0.400,50.0%
Ibrutinib,Lymphadenopathy,No,0.4496,5,2.346,40.0%
Ibrutinib,Abdominal pain upper,No,0.4135,4,0.755,0.0%
Ibrutinib,Gastrooesophageal reflux disease,No,0.4332,3,1.585,0.0%
Ibrutinib,Lip swelling,No,0.3838,2,4.161,0.0%
Ibrutinib,Gastric infection,No,0.3888,1,8.320,0.0%
Ibrutinib,Diverticulum,No,0.4588,2,9.513,50.0%
Ibrutinib,Pericardial effusion,No,0.4077,3,1.585,0.0%
Ibrutinib,White blood cell count decreased,No,0.4680,7,0.685,14.3%
Ibrutinib,Thrombocytopenia,Yes,0.5616,15,1.102,46.7%
Ibrutinib,Muscle spasms,No,0.4833,8,1.976,0.0%
Ibrutinib,Onychoclasis,No,0.3651,1,1.039,0.0%
Ibrutinib,Renal cyst,No,0.4124,2,9.513,0.0%
Ibrutinib,Balance disorder,No,0.3676,1,0.665,0.0%
Ibrutinib,Patella fracture,No,0.4268,1,16.640,0.0%
Ibrutinib,Pancytopenia,Yes,0.5076,7,1.068,71.4%
Ibrutinib,Chills,No,0.4396,5,1.180,0.0%
Ibrutinib,Hospitalisation,No,0.3676,1,0.693,0.0%
Ibrutinib,Purpura,No,0.4241,3,4.996,0.0%
Ibrutinib,Erythema nodosum,No,0.3985,1,11.093,0.0%
Ibrutinib,Iritis,No,0.4257,1,16.640,0.0%
Ibrutinib,Arthritis,No,0.4360,3,3.027,0.0%
Ibrutinib,Chest discomfort,No,0.4833,2,0.821,0.0%
Ibrutinib,Sinus operation,Yes,0.5056,1,0.000,0.0%
Ibrutinib,Acute respiratory failure,Yes,0.5551,6,7.700,83.3%
Ibrutinib,Headache,No,0.4857,9,0.880,33.3%
Ibrutinib,Cold sweat,No,0.4391,1,6.655,100.0%
Ibrutinib,Progressive multifocal leukoencephalopathy,Yes,0.4980,3,9.086,66.7%
Ibrutinib,Renal pain,No,0.4268,1,16.640,0.0%
Ibrutinib,Colitis,No,0.4278,2,0.317,50.0%
Ibrutinib,Blood pressure increased,No,0.3695,1,0.361,0.0%
Ibrutinib,Mental disorder,No,0.3636,1,3.327,0.0%
Ibrutinib,Musculoskeletal pain,No,0.4822,6,4.084,16.7%
Ibrutinib,Pollakiuria,No,0.4493,2,1.751,0.0%
Ibrutinib,Heart rate increased,No,0.4319,4,1.776,0.0%
Ibrutinib,Adenocarcinoma of colon,No,0.3888,1,8.320,0.0%
Ibrutinib,Rectal haemorrhage,No,0.4067,3,1.783,0.0%
Ibrutinib,Embolic cerebral infarction,No,0.3969,1,0.000,0.0%
Ibrutinib,Cardiac valve vegetation,No,0.3969,1,0.000,0.0%
Ibrutinib,Fungal sepsis,Yes,0.6173,3,49.981,33.3%
Ibrutinib,Lymphocytosis,Yes,0.7288,6,100.147,16.7%
Ibrutinib,Cerebral haemorrhage,Yes,0.6491,12,10.860,75.0%
Ibrutinib,Bronchitis,No,0.4705,5,3.268,20.0%
Ibrutinib,Malignant pleural effusion,No,0.4541,3,6.662,33.3%
Ibrutinib,Musculoskeletal chest pain,No,0.3613,1,1.751,0.0%
Ibrutinib,Device related infection,No,0.3826,2,3.504,0.0%
Ibrutinib,Condition aggravated,No,0.3744,1,0.811,0.0%
Ibrutinib,Pericarditis,No,0.3638,1,1.663,0.0%
Ibrutinib,Hypertension,No,0.4592,6,1.141,16.7%
Ibrutinib,Hypercalcaemia,No,0.4090,3,2.775,0.0%
Ibrutinib,Sepsis,Yes,0.5246,10,1.206,60.0%
Ibrutinib,Odynophagia,No,0.3639,1,4.159,0.0%
Ibrutinib,Dehydration,Yes,0.5325,11,0.905,36.4%
Ibrutinib,Mucosal inflammation,No,0.4147,3,0.853,33.3%
Ibrutinib,Clostridium difficile infection,No,0.4289,3,2.938,33.3%
Ibrutinib,Candida infection,No,0.4322,3,3.701,33.3%
Ibrutinib,Hyperhidrosis,No,0.4203,4,1.988,0.0%
Ibrutinib,Oropharyngeal pain,No,0.3967,3,1.447,0.0%
Ibrutinib,Hypocalcaemia,No,0.3856,2,1.447,0.0%
Ibrutinib,Aortic intramural haematoma,No,0.3969,1,0.000,0.0%
Ibrutinib,Cardiac death,No,0.4857,1,0.000,100.0%
Ibrutinib,Lung cancer metastatic,No,0.4221,1,3.697,100.0%
Ibrutinib,Mouth ulceration,No,0.3862,2,2.560,0.0%
Ibrutinib,Post procedural haematuria,No,0.3969,1,0.000,0.0%
Ibrutinib,Haemoptysis,No,0.4550,5,4.387,20.0%
Ibrutinib,Blood pressure systolic increased,No,0.3737,1,5.546,0.0%
Ibrutinib,Feeling abnormal,No,0.4331,3,1.134,0.0%
Ibrutinib,Micturition urgency,No,0.4468,1,3.327,0.0%
Ibrutinib,Urinary incontinence,No,0.4449,1,1.848,0.0%
Ibrutinib,Lung infection,No,0.4759,2,1.056,50.0%
Ibrutinib,Therapy cessation,No,0.4843,4,4.300,0.0%
Ibrutinib,Supportive care,No,0.4780,1,0.000,100.0%
Ibrutinib,Aspergillus infection,Yes,0.5104,2,13.319,100.0%
Ibrutinib,Cellulitis,No,0.3705,1,0.594,0.0%
Ibrutinib,Pulmonary embolism,No,0.3905,2,0.328,0.0%
Ibrutinib,Rash morbilliform,No,0.3985,1,11.093,0.0%
Ibrutinib,Immune system disorder,No,0.3619,1,3.025,0.0%
Ibrutinib,Laceration,No,0.3663,1,3.025,0.0%
Ibrutinib,Walking aid user,No,0.3997,1,11.093,0.0%
Ibrutinib,Neoplasm,No,0.4508,1,0.792,0.0%
Ibrutinib,Erythema,No,0.4369,3,0.608,0.0%
Ibrutinib,Secretion discharge,No,0.4725,1,6.655,0.0%
Ibrutinib,Joint swelling,No,0.3853,2,1.167,0.0%
Ibrutinib,Pneumonia staphylococcal,No,0.3888,1,8.320,0.0%
Ibrutinib,Hyponatraemia,No,0.4472,5,1.251,40.0%
Ibrutinib,Decreased appetite,No,0.4867,7,0.418,28.6%
Ibrutinib,Atrial flutter,No,0.4281,3,6.246,0.0%
Ibrutinib,Hordeolum,No,0.3985,1,11.093,0.0%
Ibrutinib,Hypomagnesaemia,No,0.4493,4,2.018,50.0%
Ibrutinib,Neck pain,No,0.4305,3,4.542,33.3%
Ibrutinib,Acne,No,0.3848,2,1.128,0.0%
Ibrutinib,Bone pain,No,0.4531,2,0.792,0.0%
Ibrutinib,Tinnitus,No,0.4634,2,3.917,0.0%
Ibrutinib,Gout,Yes,0.5371,4,19.050,0.0%
Ibrutinib,Myopathy,No,0.4309,1,4.754,100.0%
Ibrutinib,Pulmonary oedema,No,0.4583,4,2.835,25.0%
Ibrutinib,Surgery,No,0.4701,2,5.122,0.0%
Ibrutinib,Splenic rupture,Yes,0.5555,1,33.280,100.0%
Ibrutinib,Faeces discoloured,No,0.4468,1,3.327,0.0%
Ibrutinib,Tooth disorder,No,0.4690,1,5.546,0.0%
Ibrutinib,Tachycardia,No,0.3694,1,0.415,0.0%
Ibrutinib,Heart rate irregular,No,0.4449,1,1.957,0.0%
Ibrutinib,Somnolence,No,0.4360,3,1.217,0.0%
Ibrutinib,Gastrointestinal disorder,No,0.4381,2,1.008,0.0%
Ibrutinib,Ulcer haemorrhage,No,0.4268,1,16.640,0.0%
Ibrutinib,Meningioma,No,0.3969,1,0.000,0.0%
Ibrutinib,Subdural haemorrhage,Yes,0.6173,3,49.981,33.3%
Ibrutinib,Respiratory failure,No,0.4952,6,1.350,66.7%
Ibrutinib,Hyphaema,No,0.4837,1,33.280,0.0%
Ibrutinib,Cardiac arrest,No,0.4311,4,2.184,50.0%
Ibrutinib,Blood sodium decreased,No,0.3634,1,1.584,0.0%
Ibrutinib,Blood potassium increased,No,0.3631,1,1.957,0.0%
Ibrutinib,Nasopharyngeal cancer,No,0.4857,1,0.000,100.0%
Ibrutinib,Overdose,No,0.3843,2,4.439,0.0%
Ibrutinib,Hepatitis,No,0.3675,1,0.707,0.0%
Ibrutinib,Inappropriate schedule of drug administration,No,0.4478,3,3.223,66.7%
Ibrutinib,Hypersensitivity,No,0.3878,2,0.461,0.0%
Ibrutinib,Drug reaction with eosinophilia and systemic symptoms,No,0.4221,2,11.099,0.0%
Ibrutinib,Chronic lymphocytic leukaemia,No,0.4137,1,1.848,100.0%
Ibrutinib,Syncope,No,0.4276,2,0.678,50.0%
Ibrutinib,Blood creatinine increased,No,0.4861,3,0.544,100.0%
Ibrutinib,Memory impairment,No,0.4477,3,1.752,33.3%
Ibrutinib,Gastritis,No,0.4090,3,2.629,0.0%
Ibrutinib,Oesophageal ulcer,No,0.3639,1,4.159,0.0%
Ibrutinib,Device dislocation,No,0.4837,1,33.280,0.0%
Ibrutinib,Hypoaesthesia,No,0.4650,4,1.280,0.0%
Ibrutinib,Arterial occlusive disease,Yes,0.5600,1,33.280,100.0%
Ibrutinib,Rash erythematous,No,0.3848,2,2.377,0.0%
Ibrutinib,Hypothyroidism,No,0.3746,1,0.792,0.0%
Ibrutinib,Paraesthesia,No,0.3762,1,0.421,0.0%
Ibrutinib,Synovial cyst,No,0.4069,1,0.000,0.0%
Ibrutinib,Ischaemic cardiomyopathy,No,0.4920,2,16.649,50.0%
Ibrutinib,Aortic stenosis,No,0.3895,1,8.320,0.0%
Ibrutinib,Weight increased,No,0.3736,1,0.511,0.0%
Ibrutinib,Muscle atrophy,No,0.3997,1,11.093,0.0%
Ibrutinib,Gastric ulcer,No,0.4722,4,6.666,25.0%
Ibrutinib,Duodenal ulcer,No,0.3962,2,5.549,0.0%
Ibrutinib,Scratch,Yes,0.5000,1,11.093,0.0%
Ibrutinib,Anxiety,No,0.3780,1,0.326,0.0%
Ibrutinib,Thinking abnormal,No,0.3895,1,8.320,0.0%
Ibrutinib,Abnormal behaviour,No,0.3686,1,4.159,0.0%
Ibrutinib,Blood magnesium decreased,No,0.3640,1,1.109,0.0%
Ibrutinib,Blood count abnormal,No,0.4252,2,0.842,50.0%
Ibrutinib,Hypersensitivity pneumonitis,No,0.3969,1,0.000,0.0%
Ibrutinib,Pruritus,No,0.4274,2,0.253,50.0%
Ibrutinib,Anaphylactic reaction,No,0.4142,2,2.080,50.0%
Ibrutinib,Infusion related reaction,No,0.3681,1,0.255,0.0%
Ibrutinib,Unresponsive to stimuli,No,0.3636,1,3.327,0.0%
Ibrutinib,Feeling hot,No,0.3640,1,1.109,0.0%
Ibrutinib,Retching,No,0.3655,1,0.924,0.0%
Ibrutinib,Acute leukaemia,Yes,0.4985,1,16.640,100.0%
Ibrutinib,B-cell small lymphocytic lymphoma,No,0.4857,1,0.000,100.0%
Ibrutinib,Lymphocyte count decreased,No,0.4756,2,2.895,50.0%
Ibrutinib,Malignant neoplasm progression,No,0.4701,1,0.048,100.0%
Ibrutinib,Infection,No,0.4203,3,0.461,33.3%
Ibrutinib,Emotional disorder,No,0.4480,1,3.697,0.0%
Ibrutinib,Pneumonitis,No,0.3905,2,0.328,0.0%
Ibrutinib,Aphagia,No,0.4464,1,1.751,0.0%
Ibrutinib,Abasia,No,0.4443,1,1.663,0.0%
Ibrutinib,Creatinine renal clearance decreased,No,0.4491,3,11.105,0.0%
Ibrutinib,Insomnia,No,0.4617,1,0.197,0.0%
Ibrutinib,Monarthritis,No,0.3969,1,0.000,0.0%
Ibrutinib,Therapeutic response decreased,No,0.3683,1,1.751,0.0%
Ibrutinib,Blood glucose increased,No,0.4348,1,0.693,100.0%
Ibrutinib,Traumatic intracranial haemorrhage,No,0.3969,1,0.000,0.0%
Ibrutinib,Mallory-Weiss syndrome,No,0.4742,2,22.199,0.0%
Ibrutinib,Scab,No,0.3807,1,6.655,0.0%
Ibrutinib,Blood pressure decreased,No,0.3657,1,0.811,0.0%
Ibrutinib,Urinary tract infection pseudomonal,No,0.4268,1,16.640,0.0%
Ibrutinib,Venous occlusion,No,0.3888,1,8.320,0.0%
Ibrutinib,Speech disorder,No,0.3670,1,0.468,0.0%
Ibrutinib,Dry skin,No,0.4261,2,0.492,50.0%
Ibrutinib,Local swelling,No,0.3815,2,2.080,0.0%
Ibrutinib,Hepatitis toxic,No,0.4906,1,33.280,0.0%
Ibrutinib,Feeling jittery,No,0.3737,1,5.546,0.0%
Ibrutinib,Muscle twitching,No,0.3640,1,2.377,0.0%
Ibrutinib,Gait disturbance,No,0.4535,4,1.280,25.0%
Ibrutinib,Amnesia,No,0.3638,1,1.279,0.0%
Ibrutinib,Gastric haemorrhage,No,0.4455,3,5.259,33.3%
Ibrutinib,Escherichia urinary tract infection,No,0.3737,1,5.546,0.0%
Ibrutinib,Cystitis haemorrhagic,No,0.3632,1,2.218,0.0%
Ibrutinib,Blood uric acid increased,No,0.3807,1,6.655,0.0%
Ibrutinib,Blood lactate dehydrogenase increased,No,0.4275,4,3.602,25.0%
Ibrutinib,Aspartate aminotransferase increased,No,0.3797,1,0.194,0.0%
Ibrutinib,Liver disorder,No,0.3744,1,0.583,0.0%
Ibrutinib,Alanine aminotransferase increased,No,0.3806,1,0.182,0.0%
Ibrutinib,Atypical mycobacterial infection,No,0.4069,1,0.000,0.0%
Ibrutinib,Muscle haemorrhage,Yes,0.6193,2,66.601,0.0%
Ibrutinib,Intestinal obstruction,No,0.4142,2,1.147,50.0%
Ibrutinib,Serum sickness,No,0.4962,2,0.000,0.0%
Ibrutinib,Myelodysplastic syndrome,No,0.4613,2,1.008,100.0%
Ibrutinib,Retinal haemorrhage,No,0.4382,2,13.319,0.0%
Ibrutinib,Upper gastrointestinal haemorrhage,No,0.4399,3,5.878,33.3%
Ibrutinib,Lymphoma transformation,No,0.4780,1,0.000,100.0%
Ibrutinib,Hyperglycaemia,No,0.4230,1,0.400,100.0%
Ibrutinib,Ophthalmic herpes zoster,No,0.4780,1,0.000,100.0%
Ibrutinib,Graft versus host disease in skin,No,0.4327,1,5.546,100.0%
Ibrutinib,Skin hyperpigmentation,No,0.4221,1,3.697,100.0%
Ibrutinib,Iron overload,Yes,0.5244,2,0.000,50.0%
Ibrutinib,Liver function test abnormal,No,0.4210,1,0.773,100.0%
Ibrutinib,Jaundice,No,0.4168,1,1.446,100.0%
Ibrutinib,Visual acuity reduced,No,0.4191,1,1.147,100.0%
Ibrutinib,Dry mouth,No,0.4249,2,0.978,50.0%
Ibrutinib,Subarachnoid haemorrhage,No,0.4225,1,4.159,100.0%
Ibrutinib,Seizure,No,0.4229,1,0.693,100.0%
Ibrutinib,Malnutrition,No,0.4650,2,3.917,100.0%
Ibrutinib,Transitional cell carcinoma,No,0.4225,1,4.159,100.0%
Ibrutinib,Bacteraemia,No,0.3634,1,1.584,0.0%
Ibrutinib,Small intestinal obstruction,No,0.3681,1,0.652,0.0%
Ibrutinib,Mucosal haemorrhage,Yes,0.5555,1,33.280,100.0%
Ibrutinib,Haematoma,No,0.4908,3,9.086,66.7%
Ibrutinib,Haemorrhage subcutaneous,Yes,0.5555,1,33.280,100.0%
Ibrutinib,Dysphonia,No,0.4197,1,0.899,100.0%
Ibrutinib,Blood urea increased,No,0.4159,1,1.584,100.0%
Ibrutinib,Oral herpes,No,0.4365,2,5.549,50.0%
Ibrutinib,Hepatic failure,No,0.4542,2,1.707,100.0%
Ibrutinib,Jaundice cholestatic,No,0.4641,1,11.093,100.0%
Ibrutinib,Inappropriate antidiuretic hormone secretion,No,0.4160,1,2.079,100.0%
Ibrutinib,Gastric cancer,No,0.4225,1,4.159,100.0%
Ibrutinib,Oral candidiasis,No,0.4193,1,1.109,100.0%
Ibrutinib,Clostridium test positive,No,0.4327,1,5.546,100.0%
Ibrutinib,Blood potassium decreased,No,0.4229,1,0.739,100.0%
Ibrutinib,Oedema,No,0.4521,2,0.811,0.0%
Ibrutinib,Skin warm,No,0.4837,1,33.280,0.0%
Ibrutinib,Herpes zoster,No,0.3827,2,1.447,0.0%
Ibrutinib,Hyperaesthesia,No,0.4725,1,6.655,0.0%
Ibrutinib,Increased tendency to bruise,No,0.4589,1,4.754,0.0%
Ibrutinib,Furuncle,No,0.4409,1,5.546,100.0%
Ibrutinib,Arterial haemorrhage,No,0.3985,1,11.093,0.0%
Ibrutinib,Coronary artery occlusion,No,0.3969,1,0.000,0.0%
Ibrutinib,Sneezing,No,0.3724,1,4.754,0.0%
Ibrutinib,Dyskinesia,No,0.3737,1,5.546,0.0%
Ibrutinib,Angina unstable,No,0.3724,1,4.754,0.0%
Ibrutinib,Depression,No,0.3670,1,0.455,0.0%
Ibrutinib,Meningism,No,0.4962,2,0.000,0.0%
Ibrutinib,Cardiac disorder,No,0.3676,1,0.665,0.0%
Ibrutinib,Pneumonia pseudomonal,Yes,0.5279,2,33.300,0.0%
Ibrutinib,Bladder mass,No,0.4906,1,33.280,0.0%
Ibrutinib,Blood bilirubin increased,No,0.3967,3,1.490,0.0%
Ibrutinib,Ocular icterus,No,0.3895,1,8.320,0.0%
Ibrutinib,Staphylococcal sepsis,No,0.3994,2,6.054,0.0%
Ibrutinib,Mental status changes,No,0.4517,4,3.250,50.0%
Ibrutinib,Peripheral sensory neuropathy,No,0.4198,1,1.008,100.0%
Ibrutinib,Lymphoma,No,0.4812,2,11.099,0.0%
Ibrutinib,Bacterial sepsis,No,0.4402,1,4.754,100.0%
Ibrutinib,Acute respiratory distress syndrome,No,0.4197,1,0.875,100.0%
Ibrutinib,Pseudomonas infection,No,0.4641,1,11.093,100.0%
Ibrutinib,International normalised ratio increased,No,0.4168,1,1.386,100.0%
Ibrutinib,Angioedema,No,0.4189,1,3.025,100.0%
Ibrutinib,Rhabdomyolysis,No,0.3637,1,1.512,0.0%
Ibrutinib,Acute kidney injury,No,0.4262,2,0.568,50.0%
Ibrutinib,Full blood count abnormal,No,0.3997,1,11.093,0.0%
Ibrutinib,Petechiae,No,0.4943,5,9.809,40.0%
Ibrutinib,Skin laceration,No,0.3969,1,0.000,0.0%
Ibrutinib,Obstruction,No,0.4268,1,16.640,0.0%
Ibrutinib,Gastric disorder,No,0.3915,2,4.439,0.0%
Ibrutinib,Hypogammaglobulinaemia,No,0.3632,1,2.218,0.0%
Ibrutinib,Asthma,No,0.3826,2,3.504,0.0%
Ibrutinib,Otitis media,No,0.4268,1,16.640,0.0%
Ibrutinib,Bronchitis viral,No,0.3969,1,0.000,0.0%
Ibrutinib,Chronic kidney disease,No,0.3639,1,3.697,0.0%
Ibrutinib,Acute sinusitis,No,0.3985,1,11.093,0.0%
Ibrutinib,Heart rate decreased,No,0.4688,2,4.756,0.0%
Ibrutinib,"Hallucination, visual",No,0.3888,1,8.320,0.0%
Ibrutinib,Catheter site cellulitis,No,0.4906,1,33.280,0.0%
Ibrutinib,Metastatic malignant melanoma,No,0.4299,1,1.331,100.0%
Ibrutinib,Hepatitis B,No,0.4281,1,1.751,100.0%
Ibrutinib,Hepatocellular injury,No,0.4317,1,1.232,100.0%
Ibrutinib,Pulmonary haemorrhage,No,0.3638,1,1.663,0.0%
Ibrutinib,Fungal infection,No,0.4567,2,3.329,100.0%
Ibrutinib,Adverse drug reaction,No,0.3705,1,0.583,0.0%
Ibrutinib,Viral pharyngitis,No,0.4906,1,33.280,0.0%
Ibrutinib,Haematemesis,No,0.3805,2,2.017,0.0%
Ibrutinib,Sudden death,No,0.4277,1,1.848,100.0%
Ibrutinib,Pulmonary hypertension,No,0.3634,1,1.584,0.0%
Ibrutinib,Mitral valve incompetence,No,0.3636,1,3.327,0.0%
Ibrutinib,Chronic obstructive pulmonary disease,No,0.3675,1,0.723,0.0%
Ibrutinib,Impaired gastric emptying,No,0.3724,1,4.754,0.0%
Ibrutinib,Post-traumatic pain,No,0.4906,1,33.280,0.0%
Ibrutinib,Otitis externa,No,0.3969,1,0.000,0.0%
Ibrutinib,Hepatotoxicity,No,0.3748,1,0.773,0.0%
Ibrutinib,Systemic inflammatory response syndrome,Yes,0.5050,4,9.524,50.0%
Ibrutinib,Rash papular,No,0.3636,1,3.327,0.0%
Ibrutinib,Sinusitis,No,0.3692,1,0.604,0.0%
Ibrutinib,Meningitis,No,0.3640,1,2.377,0.0%
Ibrutinib,Nodule,No,0.3639,1,3.697,0.0%
Ibrutinib,Neoplasm malignant,No,0.3744,1,0.583,0.0%
Ibrutinib,Humerus fracture,No,0.3985,1,11.093,0.0%
Ibrutinib,Post procedural pulmonary embolism,No,0.3969,1,0.000,0.0%
Ibrutinib,Multi-organ failure,No,0.4320,1,1.147,100.0%
Ibrutinib,Gastrointestinal stromal tumour,No,0.4317,1,1.279,100.0%
Ibrutinib,Prescribed underdose,No,0.4339,1,0.594,100.0%
Ibrutinib,Haemorrhoids,No,0.3866,2,3.329,0.0%
Ibrutinib,Dysuria,No,0.3654,1,0.899,0.0%
Ibrutinib,Chronic myelomonocytic leukaemia,Yes,0.5555,2,0.000,100.0%
Ibrutinib,Haemorrhagic diathesis,No,0.4268,1,16.640,0.0%
Ibrutinib,Autoimmune haemolytic anaemia,No,0.4698,4,8.889,25.0%
Ibrutinib,Circulatory collapse,No,0.4207,1,3.327,100.0%
Ibrutinib,Lung disorder,No,0.4511,3,1.585,66.7%
Ibrutinib,Raynaud^s phenomenon,No,0.4906,1,33.280,0.0%
Ibrutinib,Oxygen saturation decreased,No,0.3640,1,1.109,0.0%
Ibrutinib,Pulmonary sepsis,No,0.3744,1,6.655,0.0%
Ibrutinib,Aspiration,No,0.3639,1,4.159,0.0%
Ibrutinib,Paraplegia,Yes,0.5000,1,11.093,0.0%
Ibrutinib,Leukopenia,No,0.3686,1,0.299,0.0%
Ibrutinib,Meningitis cryptococcal,No,0.4780,1,0.000,100.0%
Ibrutinib,Venous thrombosis,No,0.4327,1,5.546,100.0%
Ibrutinib,Mantle cell lymphoma,Yes,0.5303,2,16.649,100.0%
Ibrutinib,Non-cardiac chest pain,No,0.3640,1,2.377,0.0%
Ibrutinib,Bile duct obstruction,No,0.3737,1,5.546,0.0%
Ibrutinib,Blood alkaline phosphatase increased,No,0.3679,1,0.528,0.0%
Ibrutinib,Nasal congestion,No,0.3638,1,1.663,0.0%
Ibrutinib,Cataract,No,0.3710,1,1.188,0.0%
Ibrutinib,Macular degeneration,Yes,0.5179,2,33.300,0.0%
