drug,event,count,anomaly_score,prr,ror,chi2,serious_rate,death_rate,hosp_rate,rarity_score,reasons
Paclitaxel,Abdominal abscess,1,45,28.942,28.942,13.03,1.000,0.000,1.000,10.926,χ²=13.0 (统计显著); 罕见+严重
Paclitaxel,Pulmonary tuberculosis,1,45,0.000,0.000,27.96,1.000,0.000,0.000,10.926,χ²=28.0 (统计显著); 罕见+严重
Paclitaxel,Hypouricaemia,1,45,0.000,0.000,27.96,1.000,0.000,0.000,10.926,χ²=28.0 (统计显著); 罕见+严重
Paclitaxel,Gravitational oedema,1,45,0.000,0.000,27.96,1.000,0.000,0.000,10.926,χ²=28.0 (统计显著); 罕见+严重
Paclitaxel,Hyperchlorhydria,1,45,0.000,0.000,27.96,1.000,0.000,0.000,10.926,χ²=28.0 (统计显著); 罕见+严重
Paclitaxel,Muscle injury,1,45,28.942,28.942,13.03,1.000,0.000,1.000,10.926,χ²=13.0 (统计显著); 罕见+严重
Paclitaxel,Infective myositis,1,45,0.000,0.000,27.96,1.000,0.000,1.000,10.926,χ²=28.0 (统计显著); 罕见+严重
Paclitaxel,Anaemia of malignant disease,1,45,0.000,0.000,27.96,1.000,0.000,1.000,10.926,χ²=28.0 (统计显著); 罕见+严重
Paclitaxel,Small intestinal haemorrhage,1,45,28.942,28.942,13.03,1.000,0.000,1.000,10.926,χ²=13.0 (统计显著); 罕见+严重
Paclitaxel,Immune reconstitution inflammatory syndrome,1,45,0.000,0.000,27.96,1.000,0.000,0.000,10.926,χ²=28.0 (统计显著); 罕见+严重
Paclitaxel,Brain death,1,45,0.000,0.000,27.96,1.000,1.000,0.000,10.926,χ²=28.0 (统计显著); 罕见+严重
Docetaxel,Arthralgia,5,45,0.533,0.533,1.92,1.000,0.000,0.400,9.317,严重事件率=100.0%; 罕见+严重
Docetaxel,Myalgia,7,45,1.535,1.535,1.18,1.000,0.143,0.286,8.980,严重事件率=100.0%; 罕见+严重
Docetaxel,Asthenia,16,45,0.856,0.856,0.36,0.938,0.188,0.312,8.153,严重事件率=93.8%; 罕见+严重
Docetaxel,Alopecia,6,45,0.955,0.955,0.01,0.833,0.000,0.167,9.134,严重事件率=83.3%; 罕见+严重
Docetaxel,Hypersensitivity,9,45,1.802,1.802,2.89,0.778,0.000,0.222,8.729,严重事件率=77.8%; 罕见+严重
Docetaxel,Decreased appetite,18,45,0.906,0.906,0.16,0.889,0.167,0.333,8.036,严重事件率=88.9%; 罕见+严重
Docetaxel,Hyperparathyroidism,2,45,18.264,18.264,18.87,1.000,0.000,1.000,10.233,χ²=18.9 (统计显著); 罕见+严重
Docetaxel,Vitamin D deficiency,2,45,54.794,54.794,33.93,1.000,0.000,1.000,10.233,χ²=33.9 (统计显著); 罕见+严重
Docetaxel,Pain,7,45,0.646,0.646,1.27,1.000,0.000,0.286,8.980,严重事件率=100.0%; 罕见+严重
Docetaxel,Headache,5,45,0.396,0.396,4.33,1.000,0.200,0.400,9.317,严重事件率=100.0%; 罕见+严重
Docetaxel,Infusion site pruritus,1,45,0.000,0.000,26.40,1.000,0.000,0.000,10.926,χ²=26.4 (统计显著); 罕见+严重
Docetaxel,Dry skin,5,45,1.037,1.037,0.01,1.000,0.000,0.000,9.317,严重事件率=100.0%; 罕见+严重
Docetaxel,Vaginal inflammation,1,45,0.000,0.000,26.40,1.000,0.000,0.000,10.926,χ²=26.4 (统计显著); 罕见+严重
Docetaxel,Pruritus,6,45,0.635,0.635,1.17,0.833,0.000,0.333,9.134,严重事件率=83.3%; 罕见+严重
Docetaxel,Prostate cancer metastatic,2,45,13.698,13.698,15.12,1.000,0.500,0.000,10.233,χ²=15.1 (统计显著); 罕见+严重
Docetaxel,Prostatic specific antigen increased,2,45,27.396,27.396,24.51,1.000,0.500,0.500,10.233,χ²=24.5 (统计显著); 罕见+严重
Docetaxel,Bone pain,5,45,1.691,1.691,1.28,1.000,0.200,0.400,9.317,严重事件率=100.0%; 罕见+严重
Docetaxel,Back pain,10,45,1.165,1.165,0.22,0.900,0.000,0.100,8.623,严重事件率=90.0%; 罕见+严重
Docetaxel,Oedema peripheral,5,45,0.937,0.937,0.02,1.000,0.200,0.400,9.317,严重事件率=100.0%; 罕见+严重
Docetaxel,Cytomegalovirus colitis,2,45,54.794,54.794,33.93,1.000,0.500,0.000,10.233,χ²=33.9 (统计显著); 罕见+严重
Docetaxel,Apoptosis,1,45,0.000,0.000,26.40,1.000,0.000,0.000,10.926,χ²=26.4 (统计显著); 罕见+严重
Docetaxel,Off label use,10,45,0.647,0.647,1.79,1.000,0.200,0.000,8.623,严重事件率=100.0%; 罕见+严重
Docetaxel,Tracheo-oesophageal fistula,1,45,0.000,0.000,26.40,1.000,1.000,0.000,10.926,χ²=26.4 (统计显著); 罕见+严重
Docetaxel,Catheter site extravasation,1,45,0.000,0.000,26.40,1.000,0.000,1.000,10.926,χ²=26.4 (统计显著); 罕见+严重
Docetaxel,Sensory disturbance,2,45,18.264,18.264,18.87,1.000,0.000,0.500,10.233,χ²=18.9 (统计显著); 罕见+严重
Docetaxel,Duodenitis,1,45,27.383,27.383,12.26,1.000,0.000,1.000,10.926,χ²=12.3 (统计显著); 罕见+严重
Docetaxel,Viral sepsis,1,45,0.000,0.000,26.40,1.000,0.000,1.000,10.926,χ²=26.4 (统计显著); 罕见+严重
Docetaxel,Skin injury,1,45,0.000,0.000,26.40,1.000,0.000,0.000,10.926,χ²=26.4 (统计显著); 罕见+严重
Docetaxel,Infusion site swelling,1,45,27.383,27.383,12.26,1.000,0.000,0.000,10.926,χ²=12.3 (统计显著); 罕见+严重
Docetaxel,Osteolysis,2,45,13.698,13.698,15.12,1.000,0.500,0.000,10.233,χ²=15.1 (统计显著); 罕见+严重
Docetaxel,Metastatic lymphoma,1,45,27.383,27.383,12.26,1.000,1.000,0.000,10.926,χ²=12.3 (统计显著); 罕见+严重
Docetaxel,Erythroleukaemia,1,45,27.383,27.383,12.26,1.000,1.000,0.000,10.926,χ²=12.3 (统计显著); 罕见+严重
Docetaxel,Clonus,2,45,54.794,54.794,33.93,1.000,0.000,0.500,10.233,χ²=33.9 (统计显著); 罕见+严重
Docetaxel,Periodontitis,2,45,13.698,13.698,15.12,1.000,0.000,0.000,10.233,χ²=15.1 (统计显著); 罕见+严重
Docetaxel,Drug effect delayed,1,45,0.000,0.000,26.40,1.000,0.000,0.000,10.926,χ²=26.4 (统计显著); 罕见+严重
Docetaxel,Simple partial seizures,1,45,27.383,27.383,12.26,1.000,1.000,0.000,10.926,χ²=12.3 (统计显著); 罕见+严重
Docetaxel,Abdominal rigidity,1,45,27.383,27.383,12.26,1.000,0.000,1.000,10.926,χ²=12.3 (统计显著); 罕见+严重
Docetaxel,Snoring,1,45,0.000,0.000,26.40,1.000,0.000,1.000,10.926,χ²=26.4 (统计显著); 罕见+严重
Docetaxel,Infectious colitis,2,45,54.794,54.794,33.93,1.000,0.500,1.000,10.233,χ²=33.9 (统计显著); 罕见+严重
Docetaxel,Accelerated idioventricular rhythm,1,45,0.000,0.000,26.40,1.000,0.000,0.000,10.926,χ²=26.4 (统计显著); 罕见+严重
Docetaxel,Tumour ulceration,1,45,0.000,0.000,26.40,1.000,1.000,1.000,10.926,χ²=26.4 (统计显著); 罕见+严重
Docetaxel,Oesophageal obstruction,1,45,0.000,0.000,26.40,1.000,1.000,1.000,10.926,χ²=26.4 (统计显著); 罕见+严重
Docetaxel,Bronchial carcinoma,1,45,27.383,27.383,12.26,1.000,0.000,0.000,10.926,χ²=12.3 (统计显著); 罕见+严重
Docetaxel,Formication,2,45,54.794,54.794,33.93,1.000,0.000,0.000,10.233,χ²=33.9 (统计显著); 罕见+严重
Docetaxel,Sense of oppression,1,45,0.000,0.000,26.40,1.000,0.000,0.000,10.926,χ²=26.4 (统计显著); 罕见+严重
Docetaxel,Tumour embolism,1,45,27.383,27.383,12.26,1.000,0.000,1.000,10.926,χ²=12.3 (统计显著); 罕见+严重
Docetaxel,Metastases to ovary,2,45,10.958,10.958,12.46,1.000,0.000,0.000,10.233,χ²=12.5 (统计显著); 罕见+严重
Docetaxel,Metastases to bladder,2,45,13.698,13.698,15.12,1.000,0.000,0.000,10.233,χ²=15.1 (统计显著); 罕见+严重
Docetaxel,Pneumonia escherichia,1,45,0.000,0.000,26.40,1.000,1.000,1.000,10.926,χ²=26.4 (统计显著); 罕见+严重
Docetaxel,Enterococcal sepsis,1,45,27.383,27.383,12.26,1.000,1.000,1.000,10.926,χ²=12.3 (统计显著); 罕见+严重
Docetaxel,Skin candida,1,45,0.000,0.000,26.40,1.000,0.000,1.000,10.926,χ²=26.4 (统计显著); 罕见+严重
Docetaxel,Sputum discoloured,1,45,27.383,27.383,12.26,1.000,1.000,1.000,10.926,χ²=12.3 (统计显著); 罕见+严重
Docetaxel,Haemorrhagic anaemia,2,45,54.794,54.794,33.93,1.000,1.000,0.500,10.233,χ²=33.9 (统计显著); 罕见+严重
Docetaxel,Barotrauma,1,45,0.000,0.000,26.40,1.000,1.000,1.000,10.926,χ²=26.4 (统计显著); 罕见+严重
Docetaxel,Ischaemic enteritis,1,45,0.000,0.000,26.40,1.000,1.000,1.000,10.926,χ²=26.4 (统计显著); 罕见+严重
Docetaxel,Gas gangrene,1,45,0.000,0.000,26.40,1.000,1.000,1.000,10.926,χ²=26.4 (统计显著); 罕见+严重
Docetaxel,Phaeochromocytoma,1,45,27.383,27.383,12.26,1.000,0.000,0.000,10.926,χ²=12.3 (统计显著); 罕见+严重
Docetaxel,Skin fibrosis,1,45,0.000,0.000,26.40,1.000,0.000,0.000,10.926,χ²=26.4 (统计显著); 罕见+严重
Docetaxel,Scrotal oedema,1,45,27.383,27.383,12.26,1.000,0.000,0.000,10.926,χ²=12.3 (统计显著); 罕见+严重
Docetaxel,Hyaluronic acid decreased,1,45,0.000,0.000,26.40,1.000,0.000,0.000,10.926,χ²=26.4 (统计显著); 罕见+严重
Docetaxel,"Hallucination, visual",2,45,18.264,18.264,18.87,1.000,0.000,0.000,10.233,χ²=18.9 (统计显著); 罕见+严重
Docetaxel,Head titubation,1,45,0.000,0.000,26.40,1.000,0.000,0.000,10.926,χ²=26.4 (统计显著); 罕见+严重
Docetaxel,Gastrostomy,1,45,0.000,0.000,26.40,1.000,0.000,1.000,10.926,χ²=26.4 (统计显著); 罕见+严重
Docetaxel,Infusion site erythema,2,45,54.794,54.794,33.93,1.000,0.000,0.000,10.233,χ²=33.9 (统计显著); 罕见+严重
Docetaxel,Infusion site discolouration,1,45,0.000,0.000,26.40,1.000,0.000,0.000,10.926,χ²=26.4 (统计显著); 罕见+严重
Docetaxel,Infusion site oedema,1,45,0.000,0.000,26.40,1.000,0.000,0.000,10.926,χ²=26.4 (统计显著); 罕见+严重
Docetaxel,Abdominal wall haemorrhage,1,45,0.000,0.000,26.40,1.000,0.000,0.000,10.926,χ²=26.4 (统计显著); 罕见+严重
Docetaxel,Partial seizures with secondary generalisation,1,45,0.000,0.000,26.40,1.000,0.000,0.000,10.926,χ²=26.4 (统计显著); 罕见+严重
Docetaxel,Hepatitis C,2,45,18.264,18.264,18.87,1.000,0.000,0.000,10.233,χ²=18.9 (统计显著); 罕见+严重
Docetaxel,Systolic dysfunction,1,45,27.383,27.383,12.26,1.000,0.000,0.000,10.926,χ²=12.3 (统计显著); 罕见+严重
Docetaxel,Renal atrophy,1,45,27.383,27.383,12.26,1.000,1.000,0.000,10.926,χ²=12.3 (统计显著); 罕见+严重
Docetaxel,Eosinophil count decreased,1,45,0.000,0.000,26.40,1.000,0.000,1.000,10.926,χ²=26.4 (统计显著); 罕见+严重
Docetaxel,Gastric varices,1,45,0.000,0.000,26.40,1.000,0.000,0.000,10.926,χ²=26.4 (统计显著); 罕见+严重
Docetaxel,"Hallucination, auditory",1,45,0.000,0.000,26.40,1.000,0.000,0.000,10.926,χ²=26.4 (统计显著); 罕见+严重
Docetaxel,Enterovesical fistula,2,45,0.000,0.000,52.81,1.000,0.000,0.000,10.233,χ²=52.8 (统计显著); 罕见+严重
Docetaxel,Dental necrosis,1,45,0.000,0.000,26.40,1.000,0.000,0.000,10.926,χ²=26.4 (统计显著); 罕见+严重
Docetaxel,Wound infection,2,45,13.698,13.698,15.12,1.000,0.000,0.000,10.233,χ²=15.1 (统计显著); 罕见+严重
Docetaxel,PO2 decreased,1,45,0.000,0.000,26.40,1.000,0.000,1.000,10.926,χ²=26.4 (统计显著); 罕见+严重
Docetaxel,Breath sounds abnormal,2,45,10.958,10.958,12.46,1.000,1.000,0.500,10.233,χ²=12.5 (统计显著); 罕见+严重
Docetaxel,Injection site thrombosis,3,45,0.000,0.000,79.21,1.000,0.000,0.000,9.827,χ²=79.2 (统计显著); 罕见+严重
Docetaxel,Fluid imbalance,1,45,0.000,0.000,26.40,1.000,0.000,1.000,10.926,χ²=26.4 (统计显著); 罕见+严重
Docetaxel,Chronic hepatitis C,1,45,27.383,27.383,12.26,1.000,0.000,0.000,10.926,χ²=12.3 (统计显著); 罕见+严重
Docetaxel,Salivary gland calculus,1,45,0.000,0.000,26.40,1.000,0.000,1.000,10.926,χ²=26.4 (统计显著); 罕见+严重
Docetaxel,Invasive lobular breast carcinoma,1,45,27.383,27.383,12.26,1.000,0.000,1.000,10.926,χ²=12.3 (统计显著); 罕见+严重
Docetaxel,Post procedural infection,1,45,0.000,0.000,26.40,1.000,0.000,1.000,10.926,χ²=26.4 (统计显著); 罕见+严重
Docetaxel,Oesophageal spasm,1,45,0.000,0.000,26.40,1.000,0.000,1.000,10.926,χ²=26.4 (统计显著); 罕见+严重
Docetaxel,Blood bicarbonate decreased,1,45,0.000,0.000,26.40,1.000,1.000,1.000,10.926,χ²=26.4 (统计显著); 罕见+严重
Docetaxel,Venous oxygen partial pressure decreased,1,45,0.000,0.000,26.40,1.000,1.000,1.000,10.926,χ²=26.4 (统计显著); 罕见+严重
Docetaxel,Amaurosis,1,45,0.000,0.000,26.40,1.000,0.000,0.000,10.926,χ²=26.4 (统计显著); 罕见+严重
Docetaxel,Faecaluria,1,45,0.000,0.000,26.40,1.000,0.000,0.000,10.926,χ²=26.4 (统计显著); 罕见+严重
Docetaxel,HER-2 positive breast cancer,1,45,0.000,0.000,26.40,1.000,1.000,0.000,10.926,χ²=26.4 (统计显著); 罕见+严重
Docetaxel,Drug tolerance,1,45,27.383,27.383,12.26,1.000,0.000,0.000,10.926,χ²=12.3 (统计显著); 罕见+严重
Docetaxel,Screaming,1,45,0.000,0.000,26.40,1.000,0.000,1.000,10.926,χ²=26.4 (统计显著); 罕见+严重
Docetaxel,Affect lability,1,45,0.000,0.000,26.40,1.000,0.000,1.000,10.926,χ²=26.4 (统计显著); 罕见+严重
Docetaxel,Thought blocking,1,45,0.000,0.000,26.40,1.000,0.000,1.000,10.926,χ²=26.4 (统计显著); 罕见+严重
Docetaxel,Inappropriate affect,1,45,0.000,0.000,26.40,1.000,0.000,1.000,10.926,χ²=26.4 (统计显著); 罕见+严重
Docetaxel,Abscess neck,1,45,27.383,27.383,12.26,1.000,0.000,1.000,10.926,χ²=12.3 (统计显著); 罕见+严重
Docetaxel,Pharyngeal fistula,1,45,0.000,0.000,26.40,1.000,0.000,1.000,10.926,χ²=26.4 (统计显著); 罕见+严重
Docetaxel,Thermal burn,2,45,10.958,10.958,12.46,1.000,0.000,0.000,10.233,χ²=12.5 (统计显著); 罕见+严重
Docetaxel,Brain stem syndrome,1,45,27.383,27.383,12.26,1.000,0.000,1.000,10.926,χ²=12.3 (统计显著); 罕见+严重
Docetaxel,Premature delivery,1,45,27.383,27.383,12.26,1.000,0.000,1.000,10.926,χ²=12.3 (统计显著); 罕见+严重
Docetaxel,Dyspraxia,1,45,0.000,0.000,26.40,1.000,0.000,1.000,10.926,χ²=26.4 (统计显著); 罕见+严重
Docetaxel,Metastases to placenta,1,45,0.000,0.000,26.40,1.000,0.000,1.000,10.926,χ²=26.4 (统计显著); 罕见+严重
Docetaxel,Caesarean section,2,45,54.794,54.794,33.93,1.000,0.000,1.000,10.233,χ²=33.9 (统计显著); 罕见+严重
Docetaxel,Nail hypertrophy,1,45,0.000,0.000,26.40,1.000,0.000,1.000,10.926,χ²=26.4 (统计显著); 罕见+严重
Docetaxel,Neonatal respiratory distress syndrome,1,45,0.000,0.000,26.40,1.000,0.000,1.000,10.926,χ²=26.4 (统计显著); 罕见+严重
Docetaxel,Feeding disorder neonatal,1,45,0.000,0.000,26.40,1.000,0.000,1.000,10.926,χ²=26.4 (统计显著); 罕见+严重
Docetaxel,Anaemia neonatal,1,45,0.000,0.000,26.40,1.000,0.000,1.000,10.926,χ²=26.4 (统计显著); 罕见+严重
Docetaxel,Low birth weight baby,1,45,27.383,27.383,12.26,1.000,0.000,1.000,10.926,χ²=12.3 (统计显著); 罕见+严重
Docetaxel,Acute hepatitis B,1,45,0.000,0.000,26.40,1.000,1.000,0.000,10.926,χ²=26.4 (统计显著); 罕见+严重
Docetaxel,Hepatitis fulminant,1,45,0.000,0.000,26.40,1.000,1.000,0.000,10.926,χ²=26.4 (统计显著); 罕见+严重
Docetaxel,Osteomyelitis acute,1,45,0.000,0.000,26.40,1.000,0.000,0.000,10.926,χ²=26.4 (统计显著); 罕见+严重
Docetaxel,Primary sequestrum,1,45,0.000,0.000,26.40,1.000,0.000,0.000,10.926,χ²=26.4 (统计显著); 罕见+严重
Docetaxel,Granulocyte count decreased,1,45,27.383,27.383,12.26,1.000,0.000,0.000,10.926,χ²=12.3 (统计显著); 罕见+严重
Docetaxel,Stupor,1,45,0.000,0.000,26.40,1.000,1.000,0.000,10.926,χ²=26.4 (统计显著); 罕见+严重
Doxorubicin,Pancytopenia,10,45,1.328,1.328,0.74,1.000,0.100,0.300,8.623,严重事件率=100.0%; 罕见+严重
Doxorubicin,Grand mal convulsion,1,45,28.528,28.528,12.82,1.000,1.000,0.000,10.926,χ²=12.8 (统计显著); 罕见+严重
Doxorubicin,Wound secretion,2,45,9.514,9.514,11.03,1.000,0.000,1.000,10.233,χ²=11.0 (统计显著); 罕见+严重
Doxorubicin,Castleman^s disease,2,45,14.271,14.271,15.88,1.000,1.000,0.000,10.233,χ²=15.9 (统计显著); 罕见+严重
Doxorubicin,Arteriovenous malformation,1,45,28.528,28.528,12.82,1.000,1.000,1.000,10.926,χ²=12.8 (统计显著); 罕见+严重
Doxorubicin,Brain abscess,2,45,19.028,19.028,19.78,1.000,1.000,0.500,10.233,χ²=19.8 (统计显著); 罕见+严重
Doxorubicin,Central nervous system infection,1,45,28.528,28.528,12.82,1.000,1.000,1.000,10.926,χ²=12.8 (统计显著); 罕见+严重
Doxorubicin,Decreased appetite,18,45,0.945,0.945,0.05,1.000,0.056,0.333,8.036,严重事件率=100.0%; 罕见+严重
Doxorubicin,Anorectal disorder,1,45,28.528,28.528,12.82,1.000,1.000,1.000,10.926,χ²=12.8 (统计显著); 罕见+严重
Doxorubicin,Pneumomediastinum,1,45,0.000,0.000,27.55,1.000,0.000,1.000,10.926,χ²=27.5 (统计显著); 罕见+严重
Doxorubicin,Hodgkin^s disease nodular sclerosis,1,45,0.000,0.000,27.55,1.000,0.000,0.000,10.926,χ²=27.5 (统计显著); 罕见+严重
Doxorubicin,White blood cell disorder,2,45,11.417,11.417,13.10,1.000,0.000,0.000,10.233,χ²=13.1 (统计显著); 罕见+严重
Doxorubicin,Electrocardiogram QT interval abnormal,1,45,0.000,0.000,27.55,1.000,0.000,0.000,10.926,χ²=27.5 (统计显著); 罕见+严重
Doxorubicin,Interstitial lung disease,5,45,0.874,0.874,0.08,1.000,0.200,0.400,9.317,严重事件率=100.0%; 罕见+严重
Doxorubicin,Acquired gene mutation,1,45,28.528,28.528,12.82,1.000,0.000,0.000,10.926,χ²=12.8 (统计显著); 罕见+严重
Doxorubicin,Lymphadenitis,2,45,14.271,14.271,15.88,1.000,0.000,1.000,10.233,χ²=15.9 (统计显著); 罕见+严重
Doxorubicin,Lymph node pain,2,45,14.271,14.271,15.88,1.000,0.000,1.000,10.233,χ²=15.9 (统计显著); 罕见+严重
Doxorubicin,Bone marrow transplant,1,45,28.528,28.528,12.82,1.000,0.000,1.000,10.926,χ²=12.8 (统计显著); 罕见+严重
Doxorubicin,Necrosis,1,45,28.528,28.528,12.82,1.000,0.000,1.000,10.926,χ²=12.8 (统计显著); 罕见+严重
Doxorubicin,Rectal ulcer,1,45,28.528,28.528,12.82,1.000,0.000,1.000,10.926,χ²=12.8 (统计显著); 罕见+严重
Doxorubicin,Cerebral artery embolism,1,45,0.000,0.000,27.55,1.000,0.000,0.000,10.926,χ²=27.5 (统计显著); 罕见+严重
Doxorubicin,Renal failure,5,45,0.695,0.695,0.63,1.000,0.200,0.200,9.317,严重事件率=100.0%; 罕见+严重
Doxorubicin,Appendiceal abscess,1,45,0.000,0.000,27.55,1.000,0.000,1.000,10.926,χ²=27.5 (统计显著); 罕见+严重
Doxorubicin,Protein urine,1,45,0.000,0.000,27.55,1.000,0.000,0.000,10.926,χ²=27.5 (统计显著); 罕见+严重
Doxorubicin,"Follicle centre lymphoma, follicular grade I, II, III refractory",1,45,28.528,28.528,12.82,1.000,0.000,0.000,10.926,χ²=12.8 (统计显著); 罕见+严重
Doxorubicin,Myocardial strain,1,45,28.528,28.528,12.82,1.000,0.000,0.000,10.926,χ²=12.8 (统计显著); 罕见+严重
Doxorubicin,Refractory anaemia with an excess of blasts,1,45,28.528,28.528,12.82,1.000,0.000,0.000,10.926,χ²=12.8 (统计显著); 罕见+严重
Doxorubicin,Monoclonal immunoglobulin present,1,45,28.528,28.528,12.82,1.000,0.000,0.000,10.926,χ²=12.8 (统计显著); 罕见+严重
Doxorubicin,Thyroid cancer metastatic,1,45,28.528,28.528,12.82,1.000,0.000,0.000,10.926,χ²=12.8 (统计显著); 罕见+严重
Doxorubicin,Renal cancer metastatic,1,45,0.000,0.000,27.55,1.000,1.000,0.000,10.926,χ²=27.5 (统计显著); 罕见+严重
Doxorubicin,Intestinal fistula,1,45,28.528,28.528,12.82,1.000,0.000,0.000,10.926,χ²=12.8 (统计显著); 罕见+严重
Doxorubicin,Colon injury,1,45,28.528,28.528,12.82,1.000,0.000,0.000,10.926,χ²=12.8 (统计显著); 罕见+严重
Doxorubicin,Infection in an immunocompromised host,1,45,28.528,28.528,12.82,1.000,1.000,0.000,10.926,χ²=12.8 (统计显著); 罕见+严重
Doxorubicin,Electrocardiogram T wave amplitude decreased,1,45,28.528,28.528,12.82,1.000,0.000,1.000,10.926,χ²=12.8 (统计显著); 罕见+严重
Doxorubicin,Oedema mouth,1,45,28.528,28.528,12.82,1.000,0.000,1.000,10.926,χ²=12.8 (统计显著); 罕见+严重
Doxorubicin,Blood phosphorus abnormal,1,45,28.528,28.528,12.82,1.000,0.000,1.000,10.926,χ²=12.8 (统计显著); 罕见+严重
Doxorubicin,Leiomyosarcoma recurrent,1,45,0.000,0.000,27.55,1.000,0.000,0.000,10.926,χ²=27.5 (统计显著); 罕见+严重
Doxorubicin,Angina unstable,2,45,9.514,9.514,11.03,1.000,1.000,0.000,10.233,χ²=11.0 (统计显著); 罕见+严重
Doxorubicin,Urinary tract infection bacterial,1,45,28.528,28.528,12.82,1.000,1.000,1.000,10.926,χ²=12.8 (统计显著); 罕见+严重
Doxorubicin,Central nervous system haemorrhage,1,45,28.528,28.528,12.82,1.000,1.000,1.000,10.926,χ²=12.8 (统计显著); 罕见+严重
Doxorubicin,Haemodynamic instability,1,45,28.528,28.528,12.82,1.000,1.000,1.000,10.926,χ²=12.8 (统计显著); 罕见+严重
Doxorubicin,Malignant neoplasm of ampulla of Vater,1,45,28.528,28.528,12.82,1.000,0.000,0.000,10.926,χ²=12.8 (统计显著); 罕见+严重
Doxorubicin,Generalised tonic-clonic seizure,2,45,11.417,11.417,13.10,1.000,0.500,1.000,10.233,χ²=13.1 (统计显著); 罕见+严重
Doxorubicin,Hepatosplenomegaly,2,45,9.514,9.514,11.03,1.000,0.500,0.500,10.233,χ²=11.0 (统计显著); 罕见+严重
Doxorubicin,Hyperammonaemia,1,45,28.528,28.528,12.82,1.000,0.000,0.000,10.926,χ²=12.8 (统计显著); 罕见+严重
Doxorubicin,Loss of proprioception,2,45,0.000,0.000,55.10,1.000,0.500,1.000,10.233,χ²=55.1 (统计显著); 罕见+严重
Doxorubicin,Vitreous degeneration,1,45,28.528,28.528,12.82,1.000,0.000,0.000,10.926,χ²=12.8 (统计显著); 罕见+严重
Doxorubicin,Optic nerve injury,1,45,28.528,28.528,12.82,1.000,0.000,0.000,10.926,χ²=12.8 (统计显著); 罕见+严重
Doxorubicin,Refraction disorder,1,45,28.528,28.528,12.82,1.000,0.000,0.000,10.926,χ²=12.8 (统计显著); 罕见+严重
Doxorubicin,Brain herniation,1,45,0.000,0.000,27.55,1.000,1.000,1.000,10.926,χ²=27.5 (统计显著); 罕见+严重
Doxorubicin,Decerebrate posture,1,45,0.000,0.000,27.55,1.000,1.000,1.000,10.926,χ²=27.5 (统计显著); 罕见+严重
Doxorubicin,Oesophageal varices haemorrhage,1,45,0.000,0.000,27.55,1.000,0.000,1.000,10.926,χ²=27.5 (统计显著); 罕见+严重
Doxorubicin,Burkitt^s leukaemia,1,45,28.528,28.528,12.82,1.000,0.000,0.000,10.926,χ²=12.8 (统计显著); 罕见+严重
Doxorubicin,Fibrin D dimer increased,2,45,28.543,28.543,25.65,1.000,0.000,0.000,10.233,χ²=25.6 (统计显著); 罕见+严重
Doxorubicin,Kidney fibrosis,1,45,28.528,28.528,12.82,1.000,0.000,0.000,10.926,χ²=12.8 (统计显著); 罕见+严重
Doxorubicin,Hyperparathyroidism secondary,1,45,0.000,0.000,27.55,1.000,0.000,0.000,10.926,χ²=27.5 (统计显著); 罕见+严重
Doxorubicin,Granulocytes abnormal,1,45,28.528,28.528,12.82,1.000,0.000,0.000,10.926,χ²=12.8 (统计显著); 罕见+严重
Doxorubicin,Iatrogenic injury,1,45,28.528,28.528,12.82,1.000,0.000,1.000,10.926,χ²=12.8 (统计显著); 罕见+严重
Doxorubicin,Epstein-Barr virus associated lymphoma,1,45,28.528,28.528,12.82,1.000,0.000,0.000,10.926,χ²=12.8 (统计显著); 罕见+严重
Doxorubicin,Device failure,1,45,28.528,28.528,12.82,1.000,0.000,1.000,10.926,χ²=12.8 (统计显著); 罕见+严重
Doxorubicin,Renal transplant,2,45,0.000,0.000,55.10,1.000,0.000,0.500,10.233,χ²=55.1 (统计显著); 罕见+严重
Doxorubicin,Drug clearance decreased,2,45,11.417,11.417,13.10,1.000,0.000,0.000,10.233,χ²=13.1 (统计显著); 罕见+严重
Doxorubicin,Foetal exposure during pregnancy,2,45,9.514,9.514,11.03,1.000,0.000,0.000,10.233,χ²=11.0 (统计显著); 罕见+严重
Doxorubicin,Fanconi syndrome acquired,2,45,57.087,57.087,35.45,1.000,1.000,0.000,10.233,χ²=35.5 (统计显著); 罕见+严重
Doxorubicin,Bronchopneumopathy,1,45,0.000,0.000,27.55,1.000,0.000,1.000,10.926,χ²=27.5 (统计显著); 罕见+严重
Doxorubicin,Diphyllobothriasis,1,45,0.000,0.000,27.55,1.000,0.000,0.000,10.926,χ²=27.5 (统计显著); 罕见+严重
Doxorubicin,Herpes ophthalmic,1,45,28.528,28.528,12.82,1.000,0.000,1.000,10.926,χ²=12.8 (统计显著); 罕见+严重
Doxorubicin,Glossopharyngeal nerve paralysis,1,45,28.528,28.528,12.82,1.000,0.000,1.000,10.926,χ²=12.8 (统计显著); 罕见+严重
Doxorubicin,Vagus nerve paralysis,1,45,28.528,28.528,12.82,1.000,0.000,1.000,10.926,χ²=12.8 (统计显著); 罕见+严重
Doxorubicin,Viraemia,1,45,28.528,28.528,12.82,1.000,0.000,0.000,10.926,χ²=12.8 (统计显著); 罕见+严重
